stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,1.69,0,0,0,0,0,0,0,0,0,0,10.99,2.54,0,0.28,0,1.13,0.28,4.23,0.56,0.85,0,0,0,0,0.56,0,0,0,0.56,0,0,0
21Day,0.37,0,7.03,5.92,4.44,0.37,0,0,2.22,0,0,0.74,0,0,3.33,1.11,10.36,0,2.59,0,0,0,2.59,1.11,0.37,0,0.37,0,0.37,0.74,0.37,0,0.37,0.37,0,0,0
3Month,0.31,0.83,28.19,48.16,2.18,0,0.83,0,103.6,4.26,0,22.05,3.85,0.1,294.89,7.91,9.99,2.91,4.47,1.14,0.1,1.77,71.56,0.73,0.31,0.94,0.73,0,0.1,3.54,6.76,0.1,0,0.1,1.25,2.5,2.5
22Month,0.14,0.96,18.99,21.32,1.78,0,0.96,0.27,66.55,2.6,0.96,19.27,0.82,0.41,231.76,1.91,6.97,0.82,2.05,0.27,1.09,0.68,4.92,0.55,0,1.64,0.96,0.14,0,0.27,2.32,0.14,0,0,0.14,0,0.55
