stage,Epithelial_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Muscle_cell,Primordial_germ_cell,Smooth_muscle_cell
3Month,0.52,0.42,0.1,0.21,0.21,0.21,0.1,0.1,4.58
22Month,0,0.14,0,0,0,0,0,0,0.27
