stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,1,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,5.07,3.95,0,0,0,0,0,0,0,0,0,1.97,1.41,0,0.85,0,0,0,0.56,19.73,12.68,0,0.28,0,2.82,0,0,10.15,0,0,0.56,0,0,0
21Day,0.37,0,0,5.18,4.07,0,0.37,0,0,0,0.37,0,0,0.74,0.37,1.11,0,2.59,0,0,0,0,4.07,2.59,0,0,0,0.74,0.37,0,2.59,2.96,5.92,0.37,0,0,0
3Month,0,0.42,0.1,57.52,1.77,0.31,0.1,0.52,0.94,0,4.58,1.77,0.21,2.39,4.78,1.35,1.14,1.77,0.52,0.1,0.31,2.29,12.79,0.21,0.42,0.52,0,0.62,0.62,11.55,0.42,0.1,0,0.62,0.31,56.9,1.77
22Month,0.27,0.96,0.14,25.42,0.82,0,0,0.14,1.09,0.68,10.11,0.96,0.27,0.82,0.55,0.14,0.96,2.05,0,0.14,0,0.41,3.01,0.14,0.14,0,1.64,0,0.14,2.87,0.41,4.51,0,0.14,0,0.27,0.68
