stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,1.69,0.85,0,0,0.56,0,0,0,0.56,1.69,0.28,3.1,0,16.07,0,129.65,5.07,0.56,0,0.28,0,0.28,1.13,0,0,0
21Day,0.74,0,2.59,1.11,0.37,0.74,0,0,0.37,0.37,0.37,1.48,0.37,0.74,0,0,0.37,46.25,0.37,0,0,0.74,1.85,0.37,0.74,0.37,4.44,0
3Month,0,0,0,0,0,0.42,0.52,0.21,0,0.1,0.1,0.1,0,0.73,0.21,0,0,0.42,0,0.31,0.1,0,0.1,1.46,0,0,0,0.52
22Month,0,0,0,0,0,0.14,3.14,0,0,0.27,0,0,0.14,0.68,0,0.14,0,0.55,0,1.37,0.41,0,0,3.28,0.14,0,0,0.14
