stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0.85,0,0.56,0,0.56,0,0,0,0.56,0,0,0.56,5.64,0.85,0,0,0,0,4.79,3.66,0,0,0,0.85,0,0,2.54,0,0.56,0,0,0
21Day,0.37,0,0.37,2.59,0,0.74,0,0.37,0,2.22,0,0.74,0.37,8.14,0.37,0,1.11,29.6,1.48,0,0,0.37,0,2.96,1.85,0,0.74,0,0.37,0.74,0.37,0,0,0,0,0,15.91
3Month,0.42,0.52,0.62,25.28,0.1,0,0.94,2.18,1.04,45.35,0,4.99,13.63,2.6,2.5,0.83,3.02,78.43,2.29,0.52,0.1,65.53,3.02,0.62,0.21,0.21,2.18,0,0.1,2.39,11.75,0.21,0.1,0,17.68,5.62,88
22Month,0.14,1.37,0.55,10.39,0,0,0.41,1.78,2.46,111.1,0.96,15.17,4.65,3.83,0.96,0.41,0.68,80.62,2.6,0,0.27,29.93,0.14,0.55,0.14,0.41,0.55,0.41,0,0.41,3.83,0.14,0.14,0.14,0.96,0,36.21
