stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.05,0.28,0,4.23,3.95,6.76,0,0,0,0,0,0,0,0.28,0,1.41,9.3,0.85,22.27,0,0.28,0.85,0.28,555.8,30.16,0.56,15.5,10.71,0,0,18.32,0.28,0.56,1.13,0,0,0
21Day,4.81,0.74,0.37,5.18,2.96,5.92,1.11,0,0,0,0,0.37,0.37,0.37,2.96,0,3.7,1.11,23.68,0,0,2.96,0,176.48,12.21,0.37,5.92,2.22,4.81,0,8.51,1.11,4.44,1.11,0,0,0.74
3Month,0.21,0.31,0,2.29,0.21,0,0.1,0.31,0,0,0,1.04,0.21,0,0.1,0.1,0.42,0.21,3.33,0.83,0,0.31,0,1.25,0.21,0.52,0.52,0,0,2.81,0.1,0,0,0,0.31,0.62,0.1
22Month,0.14,0.41,0,0.27,0,0,0,0,0.27,0.41,0.14,3.96,0.55,0,0.27,0,0.14,0.27,3.28,0.27,0,0.41,0,2.32,0.27,0.55,0.27,0.14,0.14,0.82,0,0,0,0.27,0.14,0.14,0.27
