stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,23,12,0,62,1,7,0,4,0,0,1,0,3,0,0,0,1,6,80,60,190,0,0,0,1,36,1479,0,0,0,28,0,0,0,0,0,0,7,0,0,0
72hpf,14.37,9.86,0,42.84,7.05,14.37,0,2.82,0,0,1.97,0,0,0.28,0,4.23,0.28,25.65,56.65,5.64,111.89,0,9.3,1.97,0.85,136.13,473.22,0.28,0.56,0,66.23,4.79,0,1.41,21.42,0.28,0.56,3.1,0,0,0.28
21Day,41.44,5.92,1.85,106.19,2.59,141.7,0,69.19,0,0,6.66,0,0,4.81,5.55,46.62,4.07,3.33,32.19,19.98,204.23,0,0,17.39,0,35.89,132.46,1.85,1.48,0,54.76,18.87,0,7.4,17.39,1.48,7.03,2.22,0.37,0,15.91
3Month,1.46,4.37,5.1,116.6,0.21,0,3.64,10.71,0.1,5.82,85.5,0.42,0,71.04,127.84,19.14,32.87,5.93,39.01,45.66,26.11,5.41,0.42,5.82,6.35,2.39,4.06,2.81,1.66,0,0.83,7.7,0.62,596.33,1.56,0.21,0,0.42,25.59,91.85,78.22
22Month,0.27,1.5,4.78,25.83,0.14,0,3.96,5.74,0.14,2.05,187.21,5.6,0,62.45,60.95,36.35,43.86,0.41,8.34,102.35,8.34,0.41,2.73,1.37,0.68,1.09,1.09,0.55,1.64,0.96,0.27,0.82,0,62.86,2.19,0.55,0,0.14,1.5,0.14,18.72
