stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,2.25,1.41,0,0,0,0,0,0,0,0,0,1.13,1.69,0,1.69,0,0.56,0,0,1.13,1.97,0,0,0,0.56,0.28,0,0.28,0,0.28,0,0,0
21Day,1.11,0,0.37,5.92,0.74,0,0.74,0,0,0,0.37,0,0,0.37,0.37,1.85,0,1.48,0,0,0,0.37,1.48,2.22,0,0,0,0.74,0.37,1.11,0.74,0,0,0,0,0
3Month,0.1,0.1,0.52,40.15,0.31,0.21,0,0.21,0.52,0.1,15.91,1.25,0,5.82,3.12,4.37,0.62,1.04,0.31,0.1,0.21,2.81,0.73,0,1.66,0.42,0,0.31,1.25,27.56,0.21,0.21,0.1,0.31,79.36,0.73
22Month,0,0.27,0.27,11.07,0.27,0.14,0,0.27,0.68,0.27,39.08,0.14,0.41,8.34,0.41,0.96,0.68,4.65,0,1.5,0.68,0.14,0.41,0.27,0.96,0.41,0.27,0.27,0,7.24,2.32,0,0.14,0,0.27,0
