stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,41,9,0,51,4,4,0,1,0,0,0,0,10,1,0,0,2,7,15,32,153,0,0,0,0,43,857,0,0,0,14,0,0,0,0,0,5,0,0,0
72hpf,24.8,6.48,0,16.07,3.1,7.05,0,2.25,0,0,0.28,0,0,0.56,0,5.64,0,23.68,34.1,1.69,45.94,0,9.86,1.41,0.85,215.61,167.14,0.85,1.97,0,26.78,5.64,1.41,17.76,3.38,0.85,3.66,0,0,0.28
21Day,44.77,3.7,5.55,97.31,1.11,25.16,0,39.96,0,0.37,1.85,0,0,5.18,1.11,24.05,7.77,5.18,28.86,12.21,96.57,0.37,0,9.99,0.37,81.4,74.74,0.37,1.11,0,30.71,14.8,1.85,14.8,4.07,5.18,1.48,0.74,0,7.4
3Month,1.46,8.53,5.72,172.56,0.83,0,3.54,6.97,0.31,12.27,17.89,0.42,0,323.39,22.47,11.23,77.39,9.78,45.87,31.31,56.9,9.67,1.35,6.76,8.95,5.2,2.18,5.3,3.54,0,2.08,9.57,169.44,1.25,0.31,0,0.73,9.36,31.73,29.75
22Month,0.82,9.02,7.38,44.82,0.14,0,2.32,5.33,0,7.38,30.2,26.78,0,623.12,11.48,22.27,80.21,2.32,8.75,41.95,40.99,1.09,23.09,5.6,0.14,3.83,0.68,3.83,3.28,8.47,1.5,1.09,44.82,2.32,3.14,0,0.14,1.09,0.14,9.43
