stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,22,0,14,3,0,0,0,0,0,0,0,0,1,0,4,2,3,51,0,0,0,0,23,158,0,0,0,6,0,0,1,0,0,2,0,0,0
72hpf,1.97,7.61,0,5.07,1.41,1.69,0,0,0,0,0,0,0,0,0,5.36,3.1,0.28,53.55,0,0.28,1.69,0,12.12,27.06,0,0,0,43.12,0,0,14.66,0,0,1.97,0,0,0
21Day,1.85,4.07,0,67.34,0.37,2.22,0,1.48,0,0.37,0,0.37,0,3.7,0.74,3.33,10.36,4.07,80.29,0,0,10.73,0,7.03,15.54,0,0,0,33.67,2.22,0.37,5.18,0.37,1.48,1.11,0,0,0.74
3Month,0.21,10.92,0.31,59.5,0.42,0,0.21,0.31,2.18,3.12,0.1,15.81,1.46,0.21,2.6,3.22,4.99,2.81,29.44,5.3,0,1.98,1.14,0.73,0.21,0.52,0.42,0,0.73,0.94,11.34,0.62,0,0,0.21,5.2,1.25,0.83
22Month,0.27,11.48,0.41,13.25,0,0,0.27,0.27,0.27,2.6,1.5,59.99,1.09,0.55,3.28,0.27,1.37,4.24,31.84,0.82,0.96,1.5,0.14,0.41,0.27,0.27,0.96,0.14,0.14,0.14,3.28,1.5,0.14,0,0.27,1.37,0,0.27
