stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,1,0,4,0,0,0,0,0,0,0,0,0,0,3,2,1,5,0,0,0,0,2,73,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,3.38,0,1.69,0.56,0,0,0,0,0,0,0,0,0,0.85,0.85,0,5.64,0,0.56,0,0,36.36,16.63,0.28,0.56,4.79,0,0.28,1.41,0,0,0,0,0,0
21Day,3.33,2.59,0,4.81,0.37,2.22,0.37,0,0,0,0,0.37,2.22,0,1.11,1.11,1.11,12.58,0,0,0,0,19.98,12.95,0.37,1.48,2.96,1.11,1.11,1.48,0.37,0.74,0.74,0,0,0
3Month,0,0.83,0,2.08,0,0,0,0.21,0.31,0,2.18,0.21,0,0.62,0.73,0.31,0.31,0.73,0.21,0,0.42,0.42,0.52,0,0.42,0.21,0,0.21,1.35,0.1,0,0,0,0.21,1.25,0.62
22Month,0,1.78,0.14,0.96,0,0,0,0.55,0.14,4.1,8.06,0,0.14,1.23,0.14,0,0.27,0.41,0,0,0.14,0,0,0,0.41,0.27,0,0,0.41,0,0,0,0,0.14,0,0.27
