stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,13,12,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,60,0,0,0,0,21,250,1,0,0,15,0,0,0,0,0,2,0,0,0
72hpf,10.15,3.66,0,9.3,3.38,1.13,0,0,0,0,0,0,0,0,0,0,10.15,12.4,0,42.56,0,2.54,1.13,1.41,19.73,42.28,0,0,0,57.22,2.25,0.28,9.58,0,0.28,7.61,0,0,0
21Day,13.69,2.22,1.11,25.53,1.11,3.33,0,1.11,0,0,0,0.37,1.48,0,0.74,1.11,1.85,11.47,0.37,81.4,0.37,0.37,5.55,0,6.66,24.05,1.11,0.37,0,47.36,3.33,1.11,6.66,1.11,0,4.07,0,0,1.11
3Month,0.42,4.78,1.56,23.72,0.31,0,0.42,0.52,0.83,5.62,1.66,0.1,96.63,2.29,0.1,19.66,2.08,14.46,3.12,27.46,4.89,0.1,0.94,2.7,0.31,0.83,0.83,1.35,0,2.6,2.5,60.85,0.73,0,0,0.31,3.33,3.33,1.66
22Month,0.41,3.14,0.68,7.11,0,0,0.27,0.14,0.14,1.5,0.55,4.51,157.83,0.27,0.14,12.3,0.14,2.05,1.64,14.62,0.82,3.69,1.09,0.14,0.27,0.14,0.55,0.82,3.14,0.27,0.41,10.11,0.96,0.14,0,0,0.14,0,0
