stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,16,11,0,47,0,55,0,9,1,0,0,4,0,0,0,2,5,26,37,70,0,0,0,0,17,459,1,0,9,0,0,0,0,0,6,0,0
72hpf,32.41,10.71,0,45.66,5.36,1857.38,0,6.2,0,1.13,0,0,0,0,1.13,0.28,13.53,70.74,9.86,75.54,0,4.51,0.85,0.56,412.91,186.87,1.13,3.95,80.61,0.85,0.28,35.51,3.95,1.41,5.07,0,0
21Day,31.08,5.55,4.44,66.97,4.44,3372.06,0,358.89,1.85,2.59,0.37,0,20.35,4.44,16.65,13.32,7.03,52.91,24.42,102.12,0.37,0,16.65,0.74,125.06,46.62,2.59,2.96,37,92.5,0,10.73,7.03,37,4.81,0.37,18.5
3Month,0,0,0,0.1,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1
22Month,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0.96,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
