stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,25,0,0,0,0,0,0,0,58,0,0,0,0,4,3,6,4,0,0,0,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.3,3.95,0,31,7.05,8.74,0,0.28,0,0,0,0.28,0,0,0,0,13.81,39.46,2.25,9.86,0,0.85,0.28,883.31,54.96,5.07,1.69,0,12.4,1.13,0.28,11.56,12.97,7.33,3.38,0,0,0
21Day,1.11,1.48,1.48,57.35,2.59,8.51,0,0.74,5.18,0.37,0,0,1.85,0.37,0.37,7.4,5.92,13.69,2.22,11.84,0.37,0,5.18,231.61,15.54,6.29,0.37,0,2.59,7.77,1.11,3.33,7.4,13.32,1.11,0,0.37,1.85
3Month,0,0.52,0.42,8.22,0,0,0.1,0.1,12.48,0.73,0,0,4.99,0.31,0,2.29,0.31,1.14,0.42,0.42,0,0.1,1.46,0.52,0.1,1.35,0.1,0,0.1,0.31,2.29,0.1,0,0,0,0.21,15.71,0.62
22Month,0,2.87,1.37,6.15,0.14,0,0.14,0,10.93,0.55,1.09,0,20.5,0.27,0,7.52,0.14,0,0.82,2.05,0.14,0.27,1.5,1.09,0.14,4.37,0.14,0.27,0,0.14,3.96,0.55,1.37,0,0,0,0,0.14
