stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,6,2,0,0,0,4,4,23,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.97,2.82,0.28,0,0,0,0,0,0,0,0,0,1.69,1.41,0.28,0.56,0,0,0,0.28,34.1,5.92,0.85,0,0.28,0,0.28,4.23,0,0,1.97,0,0,0
21Day,0.37,0,0,7.4,2.22,0.74,0,0,0,0.74,0,0,0,0,0,1.11,4.07,1.85,0.74,0,0,0.37,0,18.5,4.07,2.22,0,0.37,0,0.74,1.11,0,1.48,0.74,0,0,0
3Month,0,0.42,0,27.98,1.14,0,0.1,0,0.83,2.81,0,6.76,2.81,0.31,3.54,13.52,2.08,3.43,3.02,1.04,0.1,0.83,2.7,44.94,0.31,2.7,0.1,0,0.62,18.2,0.62,0.1,0,0.42,0.62,217.92,1.04
22Month,0,1.64,0.14,13.66,0.41,0,0.14,0.14,0.41,3.55,2.32,15.44,1.37,1.23,4.1,1.91,0.41,13.25,2.73,0.41,0.96,0.68,0.27,13.8,0.27,1.64,0.41,0.41,0.27,8.2,0.55,0.27,0,0,0.14,1.37,2.05
