stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,39,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,62.29,0,1.41,0.85,0,0,0,0,0,0,0,0,0.28,0,0,6.76,0,1.13,0,0.28,0,0,8.17,2.82,0,0,0,0.85,0,0,0.28,0,0,0,0,0,0
21Day,0.37,25.9,0,4.44,0.74,0,0,0,0,0,0,0,0,0.74,0,0.37,2.22,0,0.74,0.37,0,0.37,0,0.74,1.48,0,0.37,0,1.85,0,0,0,0,0.37,0,0.74,0,1.11
3Month,0.21,174.44,0.94,15.5,0,0.52,0.31,1.77,3.12,4.47,0.1,14.35,6.24,0.31,6.14,1.98,48.26,5.82,6.45,0.94,0.1,2.5,1.14,0.31,0,0.73,0.42,0,0.21,3.33,4.99,0.73,0,0,0.21,276.48,3.33,5.41
22Month,0,234.49,0.14,4.37,0,0.27,0.55,0.41,0.27,1.5,1.5,18.17,0.96,0.55,0.82,0.27,7.38,5.74,3.14,0.14,0.96,0.82,0.14,0,0.14,0.55,0.14,0.14,0,0.27,0.96,0.55,0.27,0,0,26.51,0,2.6
