stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.28,0,0,0,9.86,0.28,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0.74,0,1.48,0,0,0,0,0.37,0.37,0.37,0.37,0.37,0,0,0,0,0,23.68,0,0.37,0,0.37,0,0.37,0,0,0,0.74
3Month,0,0.21,1.14,0,0,0.1,0,0.62,0,1.04,0.31,0.31,0,0.1,0.52,0.21,0,0,0.1,0.21,0,0,0.1,0.31,17.37,0,0,0.1,14.35,0.1
22Month,0.14,0.14,0.55,0.14,0,0,0.14,0.68,0.14,8.06,0,0.82,0,0,0.27,1.23,0.14,0.14,0,0,0,0,0,0,2.32,0,0,0,0,0.41
