stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,0,0,2,18,0,0,0,1,0,0,0,0,4,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0
3Month,0,0.1,0.52,2.39,0,0,0.1,1.04,0,0,3.95,1.04,0.1,1.66,0.31,0.62,1.35,0.73,0.1,0,0.42,0.42,0.21,0,0.1,0,0,0,0.42,39.94,0,0,0,0.31,111.82,0.52
22Month,0,0.82,0.27,2.46,0.14,0.14,0.55,2.19,2.05,0,21.59,1.5,0.27,1.64,0.14,0.82,0.82,2.46,0.27,0.55,0,0.14,0,0.14,0.27,0.27,46.6,0,0.14,18.86,0.27,0.14,0,0.14,0.68,0.96
