stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,41,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0.56,0.85,0,0.28,0,0.28,1.13,2.54,0,0,0,0.56,0,0,0,0,0.28,0,0,0
21Day,1.48,0.37,0,3.7,0.74,1.11,1.48,0,0,0,3.33,0.37,1.11,0.37,0,0.74,0.37,4.44,0,0,0,0,1.48,2.22,0,0,0,2.22,0.74,0,0.74,0.37,0.37,0,0,1.48
3Month,0,0.31,0.21,4.26,0.1,0,0,1.04,0.83,0,38.28,0.52,0.1,5.3,0.31,1.46,0.83,2.7,0.62,0,0.42,2.29,0.31,0.21,0,0,0,0.31,0.73,1.25,0,0,0,0.31,0.52,0.1
22Month,0,0.27,0.41,1.23,0,0,0,0.14,0.41,1.5,41.13,0.27,0.41,4.51,0,0.41,1.23,2.05,0,0.27,0.27,0,0.27,0,0.27,0.14,0.27,0,0,0.41,0.27,0,0,0.14,0,0.14
