stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0.56,0,0,0.28,0.28,0.56,0,0,0,0,25.08,1.97,0,0,0.56,0,0,0.28,0,0,0,0,0
21Day,0,0.74,1.11,0.37,0.74,0,0.37,0,0,0,0,0,0,3.33,0,0,0.37,0,6.66,0,0,1.85,0,5.55,0.74,1.48,1.11,1.11,0,0,0.37,0.37,0,0,0,0
3Month,0.1,1.46,1.87,0,0,0.1,0.1,0.21,0.31,0.31,0,4.37,0.31,3.64,0.73,0.1,0.21,1.25,11.13,4.06,0,1.14,0.52,1.46,0.31,1.98,0.1,0.21,0,6.76,0.1,0,0.21,0.42,0.52,0.52
22Month,0,0.68,1.23,0,0,0.14,0.27,0.14,0.27,0.55,0.14,28.01,0.14,6.01,0.68,0,0.27,1.64,8.61,0,0.68,0,0,1.23,0.27,0.41,0.27,0,0.14,1.5,0,0,0.27,0.14,0,0.27
