stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0,1.69,0.28,1.97,0,0,0,0,0,0.28,0,0.28,0,0.85,4.51,0,5.36,0.28,0,0,479.71,20.57,0,0.28,3.38,0,0,3.1,27.62,9.58,0.28,0,0,0
21Day,0.37,0.37,0,1.11,0,1.85,0,1.11,0,0.37,0,0.74,0,1.11,1.85,0,1.48,1.11,1.11,0,0.37,0,64.01,7.03,0.37,0,0.74,1.11,0.37,0,33.3,16.65,0.37,0,0,1.11
3Month,0,0.1,0.1,0.73,0,0,0.1,0,0.1,0,0,1.25,0.42,0.1,0.83,0.21,0.1,0.42,0.42,0,0.21,0.21,1.14,0.1,0,0,0,0.1,23.2,0.1,0.42,0.21,0,0.62,4.99,0.1
22Month,0,0,0.14,0.14,0,0,0,0,0,0.14,0.14,3.42,0,0,0.68,0,0,0.14,0.41,0,0.14,0,0.14,0,0,0.14,0,0.14,2.6,0.14,22.41,0,0,0,0,0
