stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.28,0,0.56,0.28,2.54,0,0,0,0,0,0,0,0,0,0.28,1.41,0,2.25,0,0.28,0,0,169.39,7.33,0,1.41,1.41,0,0,1.41,0.56,0.28,0.28,0,0
21Day,2.59,0,0,2.22,0,0.74,0,0,0,0,0,0.37,0,1.11,0.37,0,0.74,0.37,2.22,0,0,0.74,0,102.49,2.96,0.74,1.85,1.11,2.96,0,0.74,1.11,1.48,0.37,0,0.37
3Month,0.1,0.21,0,1.66,0,0,0.1,0.1,0.1,0.31,0,4.58,0.42,0.1,0.83,0.31,1.14,0.62,0.62,0,0,0.21,0.21,0.42,0,1.56,0.1,0,0.1,0.62,0,0,0,0.1,0.73,0.21
22Month,0,0.14,0.41,1.09,0,0,0,0,0.14,0.96,0.27,25.01,0.68,0.55,2.73,0.14,0.41,1.09,0.68,0.14,0.68,0.27,0,0.27,0,0.96,0,0,0,0.41,0,0,0,0,0,0.14
