stage,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0.37,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0,0,0.74,0,0,0,0,0,0.74,0,0,0,0
3Month,0,0.21,5.1,3.74,0,0,1.77,0.31,0,2.91,0.52,0.1,0.1,0.42,0,0.1,5.62,0.1,0.31,0,0.42,0.1,0,0.1,0.62,0.1,0.1,2.08,0.21
22Month,1.09,0.55,3.28,4.65,1.37,0.14,19.27,0.41,0.41,23.09,0.14,1.09,1.09,1.5,0.14,0.82,0.82,0,0,0.14,0.27,0,0.14,0,2.46,0,0,0,0.68
