stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,162.06,0,0.85,0.28,1.97,0,0,0,0,0,0,0,1.13,0,0.85,1.69,0.28,2.82,0,0.28,0,0,10.99,5.92,0,0,0,5.07,0,0,0.56,0.28,0.28,0,0,0
21Day,0.74,61.42,0,0.37,0,0.74,0,0,0.37,0.37,0,1.11,0,2.96,0.37,0.37,1.11,7.03,1.48,0,0,0,0,2.96,1.11,0,0.37,0,0.74,2.59,0.37,0,0.37,0,0,0,0.37
3Month,0.21,227.17,0.31,5.62,0.1,0,0.1,0,0.73,1.77,0,8.22,4.37,1.35,3.95,1.14,2.91,17.27,2.81,1.25,0,0.94,0.94,0.42,0.1,0.31,0.42,0,0.1,1.66,6.03,0.31,0,0.1,9.47,1.56,2.08
22Month,0.14,275.21,0.14,3.42,0,0,0.14,0.41,0.55,2.32,0.68,20.77,1.91,5.06,2.46,0.27,0.68,20.22,1.91,0.27,0.82,1.64,0,0,0,0.27,0.41,0.68,0.14,0.14,7.93,0.14,0,0,1.91,0,1.5
