stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.56,0,0,0,0,0.56,0.85,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,1.85,0,0,6.66,0,0.37,0,0,0,0,0,0,0,0,0.37,0.74,0,1.48,0,0,0.37,0,1.11,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0
3Month,0,0.52,0.31,55.13,0,0,0.1,0.42,1.35,0,4.58,2.18,0,5.82,2.29,8.22,2.7,1.98,0.73,0,0.62,0.21,0.21,0,0.52,0.1,0.1,0.52,2.81,0.1,0.1,0.1,0.1,0.62,1.98,1.77
22Month,0,0.55,0.27,29.79,0.27,0,0.55,0.55,2.05,1.91,14.21,0.41,0.14,6.15,0.41,3.96,1.09,2.32,0,0.55,0.68,0,0.14,0,0.41,0.27,0,0,0.82,0,0.14,0,0,0,0,0.41
