stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,2,7,0,0,0,0,1,15,1,0,0,1,0,0,0,0,0,0,0,0
72hpf,6.2,1.13,0,4.51,1.13,2.54,0,0.28,0,0.28,0,0,0,0.28,0,7.61,23.39,1.13,6.76,0,0.28,0.28,0,9.58,4.51,0.85,0,0,2.25,0.28,0,1.41,0,0.56,0,0,0
21Day,4.07,2.96,0.37,27.01,0.74,2.59,0,0.37,0.74,0,0,2.22,0.37,2.59,2.96,11.84,12.21,2.59,10.73,0.37,0,2.96,0,4.44,1.48,0.74,0,0,6.29,2.22,1.85,0.37,0.74,0.37,0.37,0.37,0.37
3Month,0.1,0.83,0.52,9.05,0,0,0.1,0.1,1.56,1.87,0,9.05,3.64,0.21,2.29,1.35,3.43,1.46,2.81,0.83,0,2.29,0.94,0.31,0,0.83,0.31,0,0.21,0.94,53.57,0.42,0,0,0.73,129.92,1.04
22Month,0,3.42,0.96,5.6,0,0,0.27,0,1.37,3.83,0.55,30.47,3.01,0.27,7.11,0.82,1.91,2.6,4.24,0.14,1.37,1.78,0.14,0.55,0.14,0.82,0.14,0.27,0,0.14,8.75,0,0,0.14,0.55,0.68,0.27
