stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,210,0,0,0,0,0,0,0,0,29,0,0,0,0,8,91,3,9,0,0,0,1,3,57,1,0,1,0,0,0,0,0,0,1,0,0,0
72hpf,3.38,0.56,0,49.89,0.85,2.82,0,0,0,0,0,0,0.28,0,0,0,0,43.97,266.06,0.28,7.33,0,0.28,0,0.28,42.84,15.22,1.69,0.56,4.51,0.56,0,0.28,1.13,0.85,0.28,0.28,0,0,0
21Day,2.22,0.74,5.18,150.58,2.59,5.55,0,1.48,0,2.96,0.74,0,0,0.37,0.74,1.48,18.5,5.18,102.86,2.59,6.29,0,0,1.11,0,27.38,5.18,3.7,0,6.29,5.55,0,0.37,1.48,1.48,1.85,0,0,0,1.11
3Month,0.52,1.04,4.26,141.46,0.94,0,0.83,0,0.21,35.78,1.98,0,0,11.75,2.7,0.31,191.08,4.06,67.92,8.95,3.64,0.83,0.1,1.25,1.04,3.64,0.1,9.88,0.31,0.42,2.18,0.21,32.87,0,0.1,0,0,2.5,4.68,3.02
22Month,0.14,0.82,9.98,60.54,0.27,0,0.68,0,0,23.09,1.78,1.09,0,16.53,0.68,0.41,253.35,0.68,26.1,3.83,1.91,0.14,0.55,1.37,0.14,3.01,0,9.02,0.55,0,0.41,0,15.03,0,6.01,0,0,0,0,0.27
