stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.28,0,7.61,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0.28,0.28,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,2.96,0,1.48,0,0,0,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.62,10.09,0.83,33.81,0.52,0,151.14,1.98,0.42,6.55,9.15,0.31,28.92,9.47,1.25,17.27,3.64,16.02,15.71,13.11,0.83,0.21,2.91,2.91,2.29,0.31,2.18,0.73,0,0.1,4.47,11.03,0.52,0.1,0.42,5.72,6.35,10.51
22Month,0.82,25.83,1.5,23.23,0.41,0,195.68,2.87,0.27,3.96,26.37,4.65,104.4,12.71,6.01,21.04,2.32,5.6,24.73,38.67,2.73,6.42,7.38,0.55,1.5,0.68,3.69,7.11,0.96,2.32,3.28,3.83,2.46,0.27,0.14,10.93,0.27,18.31
