stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,2.54,0,0.28,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0.56,0,10.43,0,0,1.41,0,7.05,2.25,0,0,7.61,0,0,0,0,0,0,0,0
21Day,1.11,2.96,0.37,1.48,0.37,0,0.37,0,0,0.74,0,0.37,1.48,2.96,0,0,0.37,1.11,21.09,0,0,12.21,0,11.1,1.48,0.37,2.22,4.07,0.74,0,0,0.37,1.11,0.37,0,1.11
3Month,0.42,11.03,0,2.5,0,0.21,0.73,0.1,0.31,10.3,0.21,3.22,12.17,1.46,1.66,0.21,0.94,6.97,8.63,1.14,0,5.3,0.62,0.52,0,0.21,1.14,0.62,0.42,1.14,0,0.1,0,54.61,1.35,7.8
22Month,0.14,9.7,0,0.41,0,0.14,0,0,0,6.56,2.73,20.77,5.06,1.91,0.96,0,0.14,3.42,3.42,0,0.55,1.5,0,0.41,0,0.41,0.41,0.27,0.27,0.41,0.14,0.14,0,4.78,0,2.46
