stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,2,0,4,0,0,0,1,0,0,0,294,0,0,0,0,0,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.28,0.56,0,0,0,16.63,0,0,0,0.28,0,0.28,1.69,62.29,1.13,0,0,0,0,3.38,1.69,0,0,0,0.56,0.28,0,0.28,0.28,0,0,0,0,0,0
21Day,1.11,0,0,1.11,1.48,0,0,0,29.6,0,0.74,0.37,8.14,0.37,0,0.37,72.15,4.07,0,0,0,0,2.96,0.37,0,0,0,0.74,1.85,0,0,0,0,1.11,0,0,0,3.33
3Month,0.21,0.73,0.42,4.78,0,0.52,0,0.52,182.97,0,3.22,3.54,0.21,1.87,0.73,1.04,101.42,2.29,0.62,0,0.31,0.52,0.31,0.1,0.42,0,0,0.1,2.29,0.1,3.22,0.1,0,0,0.1,1.14,1.66,2.5
22Month,0.41,0.68,0.14,1.78,0,1.78,0,0.96,332.6,0.41,8.2,3.14,1.09,1.91,0.14,0.27,113.97,3.01,0,0.55,0.14,0,0.41,0,0.55,0.55,0.41,0,0.68,0,3.96,1.09,0.82,0,0,0.14,0,0.82
