stage,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0,0,0,0,0,0,0,0,0.28,0,0,1.97,0,0,0,2.54,0.28,0.28,0.85,0,0.28,0,0,0,0
21Day,0,2.22,0.37,0,0,0,0,0,0,0,0,0,0.74,0,0.74,0,0,0.37,1.11,0,0.37,0.74,0,0,0.37,0,0,0
3Month,0.1,4.58,0,0.31,0.1,0,0,0.73,0,0.1,0.83,0.21,0.31,0.62,0.21,0.1,0,0,0.1,0,1.25,0,0.21,0,0,0.42,0.1,0.31
22Month,0,1.5,0,0.55,0.27,0.27,0.14,2.05,0.14,0.14,0.41,0.14,0.41,0.14,0.41,0,0.14,0.14,0,0,0.41,0,0,0,0,0,0,0
