stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0.56,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0,0,1.41,2.82,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0.37,0,0,0.74,0,0,0,0,0,0,0,1.11,0,0.37,0,0.37,0,0,0,0,0,0,0,0.37,0,0,0,0
3Month,0.31,0,0.42,45.04,0.42,0,0.21,0.83,1.46,3.33,0.73,0.1,1.35,0.31,4.16,0.73,0.73,0.1,0.31,0.52,0.1,0.42,0.42,0,0,0.21,1.87,0.1,0,0.1,0.42,0.83,0.83
22Month,0,0.14,0,3.83,0,0.14,0,0.55,60.67,2.46,0,0,0.82,0,0.68,0.14,0.27,0,0,0,0.14,0,0,0.27,0.14,0,0.14,0,0,0,0,0,0
