stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,34,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0.28,1.97,0,2.25,0,0,0,0,1.69,2.54,0,0,0,1.41,0,0,0,0,0,0,0
21Day,0.37,0,0,2.59,0,0,0,0,0,0,0,0.37,0,0.37,0,0,0.37,0.37,2.22,0,0,0,0,1.11,0.74,0,0,0,0.74,0,0.37,0.37,0,0,0,0
3Month,0.21,0.31,0.62,13,0.21,0,0.42,0.1,1.87,1.04,0.1,71.25,2.18,0.42,4.16,3.54,4.37,1.56,4.99,1.25,0.1,1.25,1.98,0.52,0.1,0.73,0.42,0,0.42,0.83,13.42,0.31,0.1,1.14,4.06,1.98
22Month,0.14,0.14,0.27,2.32,0,0,0.14,0,0,0.27,1.64,65.46,0.14,0.14,1.78,0.55,1.09,1.64,1.91,0,1.64,0.41,0.14,0.14,0,0.55,0.27,0.68,0.27,0.27,6.15,0.14,0,0.14,0,0.55
