stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,3,0,59,0,0,0,0,0,0,0,0,0,0,1,1,6,185,0,0,0,0,38,985,0,0,4,0,0,0,0,0,0,0,0
72hpf,12.97,0.56,0,7.33,0.56,9.58,0,0,0,0,0,0,0,0.28,1.41,30.44,1.97,68.49,0,0.56,4.79,0.56,428.41,208.29,1.41,2.82,27.34,0.28,0,62.85,0,0.56,0,0,0
21Day,5.18,0,0,4.07,0,2.96,0,0,0,0,0.37,0,0.74,0.37,0,4.07,0.37,20.35,0,0,10.36,0,34.04,39.96,0.37,0.74,4.07,4.07,0.37,8.14,0.37,0,0,0,0
3Month,0,0,0.1,1.25,0,0,0.1,0.52,0.42,0,2.91,0.31,0,0.21,0.1,0.42,0.42,1.04,0.21,0,0.94,0.1,0.21,0,0.52,0.1,0.1,0.21,0.21,0.1,0,0,0.21,0.73,0.1
22Month,0,0.14,0.27,0.68,0,0,0,0.27,0.82,0.14,13.53,0.55,0.14,1.09,0,0.14,0.82,0.96,0,0.27,0.82,0,0.14,0.14,0.68,0.14,0.27,0,1.78,0.14,0,0,0,0,0.27
