stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,4,1,2,0,0,0,3,1,127,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,4.23,4.23,1.69,0,0,0,0,0,0,0,0,0,1.13,2.54,0.85,2.54,0,0,0,0,28.18,29.59,0,0.28,0,1.97,0,0,21.42,0,0.28,0,0,0
21Day,1.48,0,0,7.4,6.66,1.11,0,0.37,0,0.74,0,0.37,0,1.48,0,0.37,1.11,0.37,2.59,0,0,0,0.37,12.21,10.36,0,0,0,1.85,0.74,0,4.81,0.74,0.37,0,0,0.37
3Month,0.1,0.73,0.62,13.31,1.46,0,0.31,0.42,0.73,3.33,0.1,8.84,1.04,0.94,2.81,4.99,3.22,1.98,1.56,0.1,0.1,0.42,2.08,8.22,0.52,0.1,0.21,0,0,0.42,16.54,0.21,0,0.21,0.83,185.67,1.25
22Month,0.14,0.41,0.82,8.34,0.55,0,0.27,0.14,0.55,7.79,0.55,22,0.55,1.5,3.69,0.68,1.09,2.6,3.14,0,0.27,0.55,0.27,3.83,0.41,0.55,0.14,0.14,0,0,7.24,0.68,0,0.27,0.14,0.82,0.41
