stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,16,0,32,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,74,0,0,0,0,4,277,0,0,11,0,0,0,0,0,1,0,0,0
72hpf,3.95,8.46,0,9.3,3.38,1.41,0,0,0.28,0,0,0,0,0,0.28,0,0.85,72.15,0.56,87.09,0,0,2.25,0,11.84,25.65,0.28,0.85,76.66,0,0,18.6,0,0,3.38,0,0,0
21Day,2.96,4.81,0,37.74,1.85,4.81,0.74,0,0.37,0,0,0,1.85,0,3.7,1.85,0.37,33.3,2.96,164.27,0.37,0,21.46,0,8.14,18.13,0.37,1.11,39.22,4.81,0.37,10.36,0.74,1.85,1.48,0.74,0,5.18
3Month,0.1,1.56,0.21,24.65,0.21,0,0.1,0,2.7,1.25,0.1,0,3.85,2.29,0.21,2.29,0.52,24.03,2.18,18.1,11.44,0.21,2.18,0.21,0.21,0.1,0.62,0.42,1.04,0.52,1.14,0.1,0,0,0.83,10.4,0.52,1.35
22Month,0,2.19,0.27,5.33,0.27,0,0,0.14,0.82,1.78,0.82,0,12.57,0.96,0.68,5.47,0.14,3.69,1.37,19.81,1.78,0.41,1.91,0,0.27,0.27,0.68,0,1.64,0.14,0.41,0.41,0,0,0,1.78,0,2.32
