stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,4,0,28,1,10,0,2,0,0,0,0,0,0,0,0,7,6,8,72,0,0,0,0,29,910,0,0,0,7,0,0,0,0,0,0,0,0,0,0
72hpf,18.32,7.61,0,18.88,10.71,15.22,0,0.56,0,0,0,0,1.13,0,1.41,0,19.17,25.65,2.54,100.9,0,2.54,5.64,0.28,815.39,379.65,1.97,13.25,0,51.01,2.54,0,0.85,42.84,1.13,1.13,7.89,0,0,0
21Day,18.13,4.81,3.7,38.48,4.44,33.67,0,7.77,0,0,1.11,0,3.33,2.96,19.98,15.54,20.35,18.13,6.29,159.09,0.37,0,44.03,0.37,316.71,159.83,0.74,64.01,0,48.47,14.06,0,2.96,40.33,4.81,5.18,5.18,0,0,5.92
3Month,0.62,3.22,0.94,24.34,1.46,0,1.04,0.73,0.21,2.39,5.93,0.21,14.77,12.79,4.47,149.16,7.8,7.28,6.97,33.7,6.76,0,45.14,1.87,125.34,8.32,4.58,106.62,0,3.22,2.91,0.1,145.94,20.6,0.21,0,1.25,2.29,11.86,23.3
22Month,0.27,6.7,1.64,18.04,1.37,0,2.32,1.64,0.27,2.87,9.7,2.32,26.51,32.39,9.16,138.02,3.83,3.01,16.4,31.57,1.37,0.82,16.81,0.27,60.26,6.01,10.11,176.69,0.68,2.05,0.68,0,24.87,62.04,2.05,0,1.37,2.05,0.27,41.81
