stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,4,12,0,0,0,0,1,101,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.97,1.97,0,7.05,1.69,0.56,0,0.28,0,0,0,0,0,1.69,0,5.92,6.76,0.85,9.58,0,1.69,0.28,0,50.17,42.56,0.28,0,3.66,0,0,3.95,1.41,1.13,0.85,0,0,0
21Day,1.11,0,0,10.36,0.74,1.48,0,6.66,0,0.37,0,0.37,0,7.03,0.74,2.22,1.85,2.22,6.29,0,0,1.85,0,7.77,19.61,0.74,0,2.59,1.48,1.48,2.96,0.74,0.74,0.74,0,0,2.22
3Month,0.21,0.73,0.52,19.66,0.1,0,0.31,0.73,1.66,3.33,0.1,11.86,3.22,0.94,6.35,1.87,4.99,4.16,3.02,0.73,0,0.94,0.94,2.91,0.83,3.54,0,0.31,0.62,53.46,0.1,0,0,0.21,1.87,47.22,5.72
22Month,0,0.41,0.41,5.88,0,0,0,0.14,0.55,2.46,0.55,11.07,0.82,2.05,4.24,0.27,0.14,3.14,1.78,0,0.27,1.09,0,0.41,0,1.78,0.14,0.14,0.14,10.93,0,0.14,0,0,0,0.14,0.82
