stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,19,0,0,0,0,0,0,0,0,0,0,5,11,13,2,0,0,0,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.13,0,5.36,0.85,1.97,0,0,0.56,0,0.28,0,0,0,9.3,20.57,1.41,5.07,0.56,0,0,160.37,9.3,0.56,0.56,0,4.23,0.28,0,0.28,2.54,0.28,0.28,0,0,0
21Day,11.84,1.11,2.22,63.64,2.96,10.36,5.55,0,3.7,0,1.48,1.48,12.21,46.99,7.77,37,13.32,41.81,0,5.18,1.48,90.28,9.99,1.85,5.92,0,12.58,8.88,0.74,1.85,6.29,10.36,0.37,0,0,11.84
3Month,0,0,0.21,4.78,0,0,0,0.42,3.54,0,1.14,1.98,0.73,20.08,0.62,0.21,2.91,0.73,0,0.42,0.31,0.42,0,0.42,0,0,0.1,0.52,0.83,0,0,0,0,0.21,0.83,2.6
22Month,0,0.41,0.41,1.91,0.14,0,0,0.82,7.52,0.27,7.11,0.55,0.68,20.09,0.14,0.14,3.14,1.5,0,0.14,0,0.55,0,0.55,0.27,0.14,0,0.14,0.41,0,0,0,0,0.14,0,1.78
