stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.28,0.28,0,0,0,0,4.51,0,0,0,0.56,0,0,0.56,15.78,0.56,0,0,0,0,3.1,0.56,0,0.28,0,1.13,0.28,0,0,0.28,0,0.28,0,0,0
21Day,1.48,0.74,0,3.33,0.37,2.22,0,1.48,0,0,11.84,0,1.11,6.29,14.43,0,0,0.74,35.89,4.44,0,0,0.37,0,5.92,1.48,0,0.37,0,0,0.74,0,0.37,0.37,0,0.37,0,0,8.88
3Month,0.21,3.22,1.14,16.23,0.21,0,2.08,0.83,0.1,3.22,277.41,0.1,33.18,475.98,7.07,9.88,2.29,4.68,243.4,7.91,2.91,0.21,2.7,2.91,1.25,0.1,1.56,0.94,0,0.73,6.45,2.08,6.45,0.42,0.1,0.1,3.54,4.99,78.12
22Month,0,1.23,0.55,3.69,0,0,1.64,0.82,0.14,1.09,318.67,0.96,22.82,137.88,9.02,3.01,0.68,1.23,164.25,1.91,0.14,1.23,0.82,0.14,0.55,0.14,0.41,1.09,0.82,0,0.96,0.14,1.5,0.82,0.68,0,0,0,16.94
