stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.85,0.28,3.1,0,0.28,0,0,13.81,11.27,0,0,0,1.41,0,0,2.25,0.28,0,0,0,0,0
21Day,1.85,0,0,3.7,0,0.74,0,0.37,0,0,0.37,0,0,0.37,0.74,0,0,2.59,0,4.44,0,0,0,0,6.66,6.29,0,0.37,0,1.11,1.11,0,0.37,0,0.37,0,0,0,0
3Month,0.31,0.62,0.31,7.49,0.1,0,0.21,0,0.21,1.14,1.14,0,16.43,0.94,0.31,2.6,0.42,2.7,0.83,5.51,0.73,0,1.04,2.39,0.62,0.31,0.62,0.62,0,0.42,0.73,43.27,0.21,0,0,0.1,1.56,9.36,1.04
22Month,0,4.24,0,3.14,0.14,0,0.55,0.14,0,0.41,0.55,1.64,13.66,0.68,0.68,1.78,0.14,0.96,1.09,3.96,0.14,0.82,0.55,0.14,0.82,0.27,0.55,0.41,0.55,0,0.41,1.09,0.41,0.14,0,0,0.14,0,1.5
