stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.41,0,1.69,0.56,0,0,0,0,0,0,0,0,0,0.28,0,0.56,5.64,0.56,10.43,0,0.28,0.56,0,3.66,9.02,0,0,0,7.33,0.28,0,3.66,0.28,0.85,0,0,0
21Day,3.7,1.11,0.37,11.47,0,1.85,0,1.85,0,0,1.11,0,0,0,3.33,0.37,0,8.14,2.22,17.02,0,0,1.11,0,1.85,4.07,0,0.37,0,7.77,0.37,0,0.37,0.74,0,0,0,0.74
3Month,0.1,2.6,0.31,9.57,0.1,0,0.31,0.31,0.1,0.42,1.66,0,7.91,3.22,0.94,2.29,0.62,4.99,7.28,8.95,3.43,0,1.35,0.31,0.1,0.21,0.42,0.1,0,0.42,0.42,0.42,0,0,0.1,0.31,0.52,7.18
22Month,0,6.15,0.82,6.01,0,0,0,0.14,0,0.55,1.78,4.1,15.03,1.37,0.82,2.05,0.41,1.23,4.65,9.98,0.41,0.82,0.55,0,0.27,0,0.55,0.55,0.14,0.27,0,0,0.68,0,0,0.27,0,2.46
