stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,549,2,0,0,0,1,2,15,0,0,2,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0,1.13,0,0,0,0,0,0,0,0.85,0,0.28,2.82,181.79,1.69,0,0,0,0,4.79,2.54,0,0,1.69,0,0,0.56,0,0.28,0,0,0
21Day,2.59,0,0,7.03,0,6.66,0,1.48,0,0.37,0,1.11,0,24.42,1.48,2.22,3.33,324.85,5.92,0,0,0.37,0,9.25,1.85,0,0.37,2.22,7.03,0,1.48,1.11,2.59,0,0,5.18
3Month,0,0.94,0.94,12.79,0.1,0,0.62,0.1,1.25,6.76,0,16.23,7.39,1.46,6.35,1.14,4.26,521.44,5.93,0.73,0.21,1.04,1.35,0.83,0.21,0.73,0,0,4.16,4.06,0,0,0,0.83,3.22,5.2
22Month,0.14,1.09,0.27,2.32,0,0,0.68,0.27,0.82,11.07,0.41,16.53,0.82,1.64,2.32,0.27,0.68,401.48,2.46,0,0.55,0.55,0,0.27,0.14,0.27,1.5,0.27,0.96,0,0,0.27,0,0,0,2.73
