stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,17.47,5.07,0,51.58,4.51,30.44,0,0.56,0,0,0.56,0,0,0.28,0,1.13,0.56,11.84,1220.4,3.66,42.56,0,0.56,1.41,0,253.1,110.2,0.56,0.85,48.2,0.56,0,0,18.88,0.85,0.28,1.69,0,0,0.28
21Day,4.44,0,0,113.22,0.37,1.85,0,0.37,0,0,0,0,0,0.37,0.37,2.59,1.48,7.77,53.65,0.74,7.03,0,0.37,0.37,0.74,6.29,3.7,0,0.37,1.48,1.85,0,0,0.37,0.37,1.11,1.48,0,0,0.37
3Month,0.42,0.94,0.31,145.73,0,0,0.73,0.21,0.1,1.77,3.02,0,0,9.36,3.85,0.21,6.24,24.96,5.3,2.5,2.5,0.21,0,0.52,1.25,0,0.21,0.31,0,0,1.98,0.1,4.37,0.21,0,0,0,25.28,3.22,3.02
22Month,0,0.96,0.41,30.2,0,0,0.27,0,0,0,1.23,0.27,0,4.24,0.41,0.14,0.96,1.64,0.82,0.27,0.55,0,0.14,0.27,0,0.27,0,0.41,0.14,0.14,0.14,0,0.41,0,0.14,0,0,0,0,0
