stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,21,2,0,0,0,0,0,0,3,0,0,0,0,0,47,16,19,0,0,0,1,8,132,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.85,0,10.15,7.05,3.38,0,0.28,0,0,0,0,0,0,0.28,0.28,21.7,48.48,1.13,7.33,0,0.28,0,0.28,44.25,34.1,0.28,0,0,6.76,0,0,6.2,0.28,0,1.13,0,0,0
21Day,4.44,0.74,2.59,38.11,1.85,3.7,0,1.11,0.74,0,0,0,1.48,0,1.48,5.55,0.74,14.8,2.59,18.5,0,0.74,1.11,0.37,12.58,7.4,0,0.74,0,19.61,1.11,0,4.81,0,0.37,0.74,0,0,0
3Month,0.31,0.73,6.87,44.73,1.14,0,0.52,0.1,19.97,2.6,0,0,32.56,2.29,0.83,78.01,1.35,4.26,2.5,4.58,1.46,0.31,4.99,6.45,0.73,0.1,0.73,1.25,0,0.42,1.14,3.43,2.39,0,0,0.31,0.52,0.94,2.91
22Month,0.27,3.69,5.06,23.91,0.41,0,0.41,0.27,6.7,2.73,2.05,0,97.98,1.37,0.55,58.9,1.09,1.23,3.69,8.61,0,4.24,3.69,0.41,0.55,0,1.5,1.09,0.27,0.27,0.27,1.23,5.6,0.96,0,0,0.27,0,2.87
