stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.97,0,0,0,0,0,0,0.28,0,0,0,1.13,3.38,0.28,1.69,0,0.56,0,0,9.3,4.79,0,0,0.28,0,0,0.56,0,0,0,0
21Day,3.33,0,0.37,6.66,3.7,0,4.07,0,0.37,0,1.11,0,1.48,1.85,1.11,3.33,1.11,6.66,0,0,0.37,0.37,5.92,6.66,0.37,0.37,1.85,0.74,0,0,0.37,0,0,0.37
3Month,0.1,0.21,0.1,4.37,0,0.1,0,0.94,1.25,0,6.66,1.66,0.21,1.77,0.31,1.46,1.66,0.73,0.21,0,0.83,0.94,0.42,0.1,0.31,0.21,0,0.73,3.33,0,0,1.04,0.94,0.62
22Month,0.14,0.55,0.27,0.82,0,0,0,0.27,0.82,0.68,17.35,0.27,0.41,1.91,0,0.14,1.09,1.09,0,0.41,0.41,0,0,0.14,0.14,0.14,0.14,0,1.37,0.14,0,0.14,0,0.41
