stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0.28,8.46,0.28,0,0,0,1.69,0.28,0,0,0,0.28,0,0,0
21Day,0.37,0,0,0.74,0,0.37,0,0,0,0,0,0,0,0.74,0,0,0.74,0,1.11,0,0,0,0,1.48,0,0,0,0,1.48,0.37,0,0.37,0,0,0.37,0,0
3Month,0.1,0.1,0.1,8.84,0.1,0,0,1.56,0.52,0,0,3.95,0.52,0,1.87,0.52,2.7,0.73,3.02,0.1,0,0.62,0.21,0.31,0.21,0.62,0.1,0,0.1,0.42,5.2,0.31,0,0,0.1,0.52,0.73
22Month,0,0.82,0.27,3.83,0,0,0.68,0.55,0.96,1.23,0,55.75,0.41,0.55,2.32,0,1.09,1.64,2.32,0,2.6,0.27,0,0.27,0,1.37,0.41,0.41,0,0.14,0.82,0.55,0.14,0,0,0,0.27
