stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,21,0,0,0,0,0,1,0,0,0,0,0,0,14,16,10,0,0,0,0,2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.41,0,10.15,0.85,2.54,0,0.28,0,0.85,0,0,0,0,0,0.56,20.57,6.76,25.93,0,0.28,1.97,0,6.76,6.48,0.28,0,0,17.19,0,0,0.28,2.54,0,0,1.13,0,0,0
21Day,1.48,0.74,0,38.48,0.37,4.44,0,0.74,0,0.74,0,0,0.37,3.33,0,0.74,12.58,9.25,15.91,0,0,3.7,0,5.55,2.59,1.11,0,0,5.18,1.48,0,0,0.37,1.48,2.96,0.37,0,0,0.74
3Month,0,3.02,0.31,40.05,0,0,1.04,0.21,3.02,12.17,0,8.32,15.71,0.73,3.95,2.18,6.03,28.19,6.24,1.46,0.1,2.39,1.46,2.08,0,2.39,0.62,0,0.21,1.14,0.1,11.86,0.21,0.1,0,0.21,1.98,4.89,3.54
22Month,0.27,4.65,1.23,17.22,0.14,0,1.23,0.27,1.91,17.9,3.83,39.22,6.97,3.42,7.52,0.41,1.64,21.73,7.24,0.55,3.14,1.78,0,0.55,0,2.73,0.68,0.14,0.14,0.14,0,0.82,0.27,0.68,0,0,0,0.14,2.32
