stage,Epithelial_cell,Hepatocyte,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Neurosecretory_cell,Primordial_germ_cell,T_cell
72hpf,0,0,0,0,1.97,0,0,0
21Day,3.33,0.37,0,0,0.74,0,0,0
3Month,0.52,0,0,0,0.21,0.1,0.1,0
22Month,0,0,0.41,0.14,0.14,0,0,0.14
