stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,2,1,22,0,0,0,0,1,166,0,0,6,0,0,0,0,0,0,0,0,0,0
72hpf,16.07,2.82,0,44.25,15.5,6.2,0,0.56,0,0,0,0,0,0.28,0,1.97,18.88,1.13,284.1,0,0,14.09,0,57.5,91.32,0,0.28,235.06,0.56,0,0,22.27,0.28,0.28,1.41,0,0,0
21Day,21.09,2.96,1.11,21.83,2.22,6.66,0,0.74,0,0.37,0,0.37,0,1.48,0,3.33,6.66,1.11,188.32,0,0,35.89,0,18.13,18.87,0.74,3.33,26.64,7.77,0,0.74,7.4,0.37,2.59,1.11,0.74,0.37,0.74
3Month,0.1,5.1,0,4.47,0.21,0,0.42,0.1,0.21,0.94,0.1,2.81,3.33,0,0.94,3.54,3.12,0.73,26.32,2.81,0,1.77,0.21,1.35,0.1,0.42,0.21,0.83,0.52,0.1,3.12,0.1,0,0,0.21,0.73,53.78,0.52
22Month,0,8.61,0.14,1.5,0.14,0,0.14,0,0,0.14,0.41,8.34,0.55,0.14,0.55,1.5,0.55,0.41,11.89,0.55,0.14,0.14,0,0.27,0,0,0.41,0.14,0,0,2.05,0,0,0,0.14,0,0.14,0.27
