stage,Endothelial_cell,Epithelial_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Smooth_muscle_cell,T_cell
3Month,0.21,0.73,0.1,0.1,0.1,0.42,0.1,0.1,0.31,0.62,0.1,0,0.1,0.1,0,0.1,0.31,0.21
22Month,0,0.27,0,0,0.14,1.09,0,0.14,0,0,0.27,0.14,0,0,0.14,0,0.14,0
