stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.74,0.37,0,0,0,0,0.37,0,0,16.28,0,0.37,0.74,0.74,0,0,0.37,0,1.48,0,0,0,0.37,0.37,0,0,0,0.37,0,0,0,0
3Month,0,0.73,0.31,8.63,0,1.56,3.33,2.5,0,9.88,3.85,0.21,391.62,0.94,2.7,1.56,3.02,0.42,0,0.62,0.73,0.52,0.1,0.62,0.42,0.31,2.7,6.45,0.31,0,0,0,0.94,5.1,2.81
22Month,0.27,0.68,0.41,2.6,0,0.14,4.1,1.5,0.41,15.44,0.68,0.55,329.74,0,0,1.5,2.05,0.14,0.96,0.41,0,0.14,0,0.27,0.96,0,0.82,4.78,0.14,0.14,0,0.14,0,0,0.41
