stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,2.82,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.28,0,1.41,0,0.28,0,0.56,1.13,0.28,0,0,1.69,0,0,0,5.92,0,0.56,0,0,0
21Day,5.55,0.37,0,1.85,0.37,2.96,0,0.37,0,0,0,0,1.48,0.37,0.74,1.11,0,1.11,0.37,4.81,0,0,0,7.77,1.85,0.74,0,0,1.85,0.74,0,0,82.14,1.11,0,0,0,0.74
3Month,0,0,0,0.52,0.1,0,0,0,0.1,0.21,0.21,0,0.73,0,0,7.07,0.1,0,0.21,0.94,0.1,0,0.31,0.21,0,0.52,0,0,0,0.1,0.31,0.1,2.29,0.1,0,0.1,0.21,0.21
22Month,0.14,1.09,0.14,2.46,0,0,0.14,0,0,0.41,5.19,0.27,11.07,0.41,0.27,8.61,0.14,0,0.82,6.83,0,1.23,0.41,3.14,0.14,10.8,0.14,0.14,0.27,0,0.14,2.32,91.83,0,0.14,0.14,0,0.41
