stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte
24hpf,0,1,0,6,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.97,0.28,0,0,0,0.28,0,0,0.28,1.69,0,0.28,0,0.56,0,0,0.28,0.56,0,0,0.56,0,0,0.28,0,0
21Day,0,0,0.37,15.54,0,0.37,0,0,0,0.37,0,1.48,4.07,0,0.74,0,0,0,0,0.37,1.11,0,0,0.37,1.11,0,0,0,0
3Month,0,0,0,7.28,0,0,0.21,0,5.51,0,0,1.04,2.29,0.52,0,0.31,0.1,0.31,0.1,0,0,0,0,0,0.1,3.12,0,0.1,0.62
22Month,0.14,0.14,0,0.68,0,0,0.82,0.41,11.48,0,0.14,0,0.68,0.68,0.27,0,0.96,0,0,0,0,0.14,0.27,0,0,0.55,0.14,0,0
