stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.69,5.07,0.28,0,0,0,0,0,0,0,0,0,0.28,1.41,0,0.56,0,0,0,0.56,1.97,6.76,0,0,0.56,0,0,7.33,0,0,0,0,0
21Day,0,0,0,1.48,3.33,0.37,0,0,0,0,0,0,0,0.37,0,0.37,1.11,0.37,1.85,0,0,0,0,1.85,1.85,0,0,0,0,0.74,1.11,0,0.37,0,0,0
3Month,0.1,0.62,0.62,30.58,1.87,0,0.42,0.1,1.56,3.12,0,12.69,2.5,0,7.28,3.74,3.22,6.03,2.7,0.31,0.31,0.52,1.77,3.43,0.31,0.42,0.42,0.1,1.46,36.72,0.52,0.1,0.52,0.94,304.56,1.56
22Month,0.14,0,0.14,10.93,0.41,0,0.27,0,0.55,0.14,0.27,8.34,0.68,0.27,3.42,0.14,0.55,2.46,0.55,0,0.27,0.14,0.14,0.82,0,0.82,0,0.14,0,19.13,0.27,0,0.14,0,1.09,0.55
