stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,9,0,0,0,0,3,66,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.56,0,0,3.1,0.85,0.56,0,0.28,0,0,0,0,0.28,0,0.56,0,0.85,2.25,0,3.1,0,0,0,0,6.76,12.12,0,0,0,1.97,0,0,0.85,0,0,0,0
21Day,0.74,0,0,4.07,0,2.59,0,1.85,0,0,0,0,0,0.37,0.74,0.37,0,1.85,1.11,4.07,0,0,0,0,1.85,6.66,0,0,0,0.74,1.11,0.37,0,0,0,0,0.74
3Month,0.1,0.21,0.21,5.3,0.21,0,0.31,0,0.42,2.7,0,0,4.78,0.42,0.83,1.04,0.52,1.77,1.25,1.04,0.62,0,0.31,0.31,0.1,0.21,0.42,0.1,0,0.1,0.73,24.13,0.1,0.1,0.42,54.92,2.29
22Month,0,0.82,0.41,2.46,0.14,0,0,0.27,0.55,3.01,0.82,0,11.34,0.68,0.55,2.05,0,0,2.6,1.64,0,0.55,0.41,0,0.27,0,0.41,0.14,1.37,0,0,4.92,0,0,0.14,0.14,0.82
