stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,8,36,4,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.13,0.28,0,13.81,0,1.41,0,0,0,0,0,0.28,0,0,0,0,0,5.36,220.41,0.28,1.41,0,0,0,0,13.81,7.33,0,0,0,2.25,0,0,1.13,0,0.85,0,0,0
21Day,0.74,0,2.96,24.42,0.37,0,0,0.37,0,1.11,0,0,0,0,0,0.37,0.74,7.4,27.75,4.81,0.37,0,0,0.74,0,0.74,0.74,1.11,0,0,0.74,0.74,0,0,0,0.37,0,0,0
3Month,0.1,1.14,25.17,325.78,0.94,0,2.29,0,0.1,53.26,5.1,0,0,35.89,6.45,0.52,230.81,42.96,107.76,23.4,6.97,0.94,0,31.62,17.06,2.08,0.21,4.47,0,0,0.42,4.37,10.09,0.42,0,0.21,0.83,9.57,6.24
22Month,0,0.68,18.31,54.52,0,0,0,0,0,42.63,2.6,0.82,0,50.7,0.82,0.41,150.45,8.2,6.15,5.88,2.05,0.41,0.55,11.89,0.68,0.27,0,8.2,0.68,3.28,0,0.27,7.11,0.96,0.14,0,0,0,1.23
