stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.56,0.85,0,0,0,0,0.28,0,0,0,0,0.28,0.56,0,2.54,0,0,0,0,5.07,4.23,0,0.28,0.56,0.28,0,1.13,0.28,0,0,0,0
21Day,1.85,0.37,0,7.77,0,0,0,0,0,0,0,0.37,1.11,0.37,1.11,3.7,0,1.85,0,0,0,0,2.96,2.22,0,0,1.11,1.11,0,0,0,0,0,0,0
3Month,0,1.77,0.21,14.77,0,0.42,0,10.51,13.42,0.1,3.43,3.12,0.1,3.74,0.21,3.33,1.66,0.83,0.31,0,0.94,1.14,0.94,0,0.52,0.1,0,0.1,1.14,0,0,0.21,0.83,0.52,5.82
22Month,0,11.75,0.96,9.02,0.14,0.41,0.14,6.01,52.34,2.87,21.04,6.15,1.23,2.19,0.14,1.91,2.32,1.09,0,0.68,2.32,0.14,1.23,0.27,0.82,0.55,0,0,0,0,0.82,0.14,0.27,0,3.83
