stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0.56,0.28,0,0,7.05,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.37,11.47,0,0,0.37,0,0.74,0,0,0,3.7,0,0,0,0.37,0,0,0,0
3Month,0.1,0.1,0.21,2.6,0.1,0.1,0,0.42,0.83,0,3.33,1.14,0.1,1.46,0.1,0.52,0.62,8.22,1.66,0.1,0.52,0,0,0,0.1,0,0,0.1,1.04,0,0,0,0.31,0.21,1.87
22Month,0,0.82,0.82,2.46,0,0,0.27,0.14,1.64,1.78,17.22,0.68,0,3.14,0.27,0,0.68,15.03,0,1.37,0.27,0.14,0.27,0,0.27,0.55,0.55,0.27,0.14,0.27,0,0,0.41,0,1.09
