stage,Erythrocyte__Liver_,Hepatocyte,Immune_cell,Macrophage,Mesenchymal_cell,Primordial_germ_cell
3Month,0.1,2.39,0.1,0.1,0.21,0
22Month,0,1.23,0,0,0.14,0.14
