stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,42,1,1,90,5,0,0,0,0,0,0,1,0,0,0,0,4,0,8,152,0,0,0,15,616,0,0,7,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,1.97,0,0.28,0,0.28,0,0,0,0,0,0,0,0,1.97,7.05,0,24.52,0,0.28,0,3.66,16.07,0,0.28,12.4,0,0,0.85,0,0.28,0,0,0
21Day,0.37,0.37,0.37,3.7,0.37,1.11,0,0,0,0,0,0,0,0,0.37,0.37,0,5.55,0,23.68,0,1.11,0,2.22,1.85,0,0,3.33,1.11,2.22,0.74,0,0.37,0,0,0.37
3Month,0,0.42,0.21,5.3,0,0,0.1,0,1.46,0.94,0,0,2.29,0.31,0,5.82,0.1,2.81,1.04,5.41,0.21,0.21,0.1,0.31,0.1,0.31,0,0.1,0.52,59.5,0,0.1,0,0.62,11.65,0.52
22Month,0,0.41,0.27,2.6,0,0,0,0,0.27,0,0.27,0,1.37,0,0,1.64,0,3.42,0,0.96,0,0,0,0.41,0,0,0,0.14,0,11.75,0,0,0,0,0,0
