stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,2,0,29,1,1,0,0,0,0,2,0,0,0,0,1,8,11,90,0,0,0,0,28,563,0,0,11,0,0,0,0,0,0,0,0,0
72hpf,3.1,1.13,0,2.82,0.85,0.28,0,0,0,0,0,0,0,0.56,0,3.38,3.95,0,5.36,0,0.85,0,0,17.47,36.64,0,0.28,4.23,0.28,0,2.25,0,0.28,1.41,0,0,0
21Day,2.59,0.37,0,3.33,0,0.37,0,0,0,0,0,0,0,1.11,0,0,0.74,0.37,9.62,0,0,0.74,0,2.96,5.92,0,0,1.48,1.11,0,0,0.74,0,0.37,0,0,0
3Month,0.1,0.1,0.1,4.26,0,0,0.42,0.52,0.31,0,0,2.39,0,0.52,1.25,0.83,1.35,0.31,1.77,0,0,0.31,0.42,0.21,0,0.1,0.21,0.1,0.31,4.58,0,0,0,0,0.52,0.62,0.42
22Month,0,0,0,0.55,0,0,0,0,0,0.14,0,2.73,0.14,0.27,0.14,0,0,0.55,1.5,0.14,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
