stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,2,0,5,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0.28,3.66,0.56,5.36,0,0,0.28,0,37.77,24.52,0.28,0,0,3.1,0,0,5.92,2.82,1.69,0.85,0,0,0
21Day,0,0,0,1.48,0,0.74,0,0,0,0,0.37,0,0,0.37,0.37,0.74,0,2.59,0,0,0.37,0,8.51,7.03,0.74,0,0,2.22,0.74,0,1.48,4.07,7.03,0,0,0,0.37
3Month,0,0.21,0.21,12.07,0,0,0.21,0.42,0.94,0,5.93,1.35,0.31,1.56,0.73,1.56,0.31,1.46,0.31,0.1,0.31,0.42,1.87,0.31,0.83,0,0,0.1,1.04,9.15,0.1,0.1,0,0.31,0.73,67.82,0.62
22Month,0,0.14,0,2.05,0.14,0,0.14,0.41,0.68,0.41,13.39,0.27,0.14,0.96,0.27,0,0.41,1.09,0,0.27,0,0,0.27,0.14,0.41,0.14,0.14,0.14,0.68,1.64,0,1.5,0,0.14,0,0.27,0.55
