stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,7,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.85,0,6.76,1.13,0,0,0,0,0.28,0,0,0,0,0,0.56,8.46,0.85,2.25,0,0.28,0,0,3.66,1.97,0,0,0,3.38,0,0,1.13,0,0,0
21Day,1.85,1.11,0,7.4,3.7,0,1.48,0,0,0,0,0.37,0,1.11,0.37,0.37,3.33,1.85,5.92,0,0,0.37,0.37,2.22,1.85,0,0.37,0,0.37,0.74,1.85,1.11,0,0,0
3Month,0,1.35,1.04,11.44,0,0.21,0,0.1,0.83,0.83,0.1,4.99,0.83,0.31,4.37,1.14,7.07,3.64,7.7,1.56,0,0.62,0.42,0.62,0.21,0.52,0.21,0,0.21,0.73,39.63,0.31,1.77,10.61,0.52
22Month,0.27,0.96,1.78,3.83,0,0.41,0,0,0.14,0.96,2.05,28.7,0.27,1.09,4.92,0.14,1.09,6.29,5.19,0,0.68,0.27,0.27,0,0,0.41,0.27,0.41,0,0.41,16.26,0.41,0,0,0
